STATE,Commodity,Variety,Market_Name,month,day,year,Min_Price,Max_Price,price_range,price_center,prev_price,avg_price_7,Modal_Price
Uttar Pradesh,Onion,Red,Achnera,4.0,8.0,2023.0,1330.0,1400.0,70.0,1365.0,3200.0,2387.1428571428573,1370.0
Uttar Pradesh,Onion,Red,Achnera,4.0,9.0,2023.0,1720.0,1780.0,60.0,1750.0,1370.0,2168.5714285714284,1750.0
Uttar Pradesh,Onion,Red,Achnera,4.0,10.0,2023.0,1900.0,1940.0,40.0,1920.0,1750.0,2242.8571428571427,1920.0
Uttar Pradesh,Onion,Red,Achnera,4.0,11.0,2023.0,3800.0,3880.0,80.0,3840.0,1920.0,2540.0,3840.0
Uttar Pradesh,Onion,Red,Achnera,4.0,12.0,2023.0,3150.0,3250.0,100.0,3200.0,3840.0,2722.8571428571427,3200.0
Uttar Pradesh,Onion,Red,Achnera,5.0,7.0,2023.0,1190.0,1270.0,80.0,1230.0,3200.0,2358.5714285714284,1230.0
Uttar Pradesh,Onion,Red,Achnera,5.0,8.0,2023.0,1340.0,1420.0,80.0,1380.0,1230.0,2098.5714285714284,1380.0
Uttar Pradesh,Onion,Red,Achnera,5.0,9.0,2023.0,1700.0,1780.0,80.0,1740.0,1380.0,2151.4285714285716,1740.0
Uttar Pradesh,Onion,Red,Achnera,5.0,10.0,2023.0,1900.0,1960.0,60.0,1930.0,1740.0,2177.1428571428573,1930.0
Uttar Pradesh,Onion,Red,Achnera,5.0,11.0,2023.0,3750.0,3850.0,100.0,3800.0,1930.0,2445.714285714286,3800.0
Uttar Pradesh,Onion,Red,Achnera,5.0,12.0,2023.0,3200.0,3240.0,40.0,3220.0,3800.0,2357.1428571428573,3220.0
Uttar Pradesh,Onion,Red,Achnera,6.0,7.0,2023.0,1180.0,1260.0,80.0,1220.0,3220.0,2074.285714285714,1220.0
Uttar Pradesh,Onion,Red,Achnera,6.0,8.0,2023.0,1330.0,1390.0,60.0,1360.0,1220.0,2092.8571428571427,1360.0
Uttar Pradesh,Onion,Red,Achnera,6.0,9.0,2023.0,1750.0,1830.0,80.0,1790.0,1360.0,2151.4285714285716,1790.0
Uttar Pradesh,Onion,Red,Achnera,6.0,10.0,2023.0,1880.0,1960.0,80.0,1920.0,1790.0,2177.1428571428573,1920.0
Uttar Pradesh,Onion,Red,Achnera,6.0,11.0,2023.0,3700.0,3800.0,100.0,3750.0,1920.0,2437.1428571428573,3750.0
Uttar Pradesh,Onion,Red,Achnera,6.0,12.0,2023.0,3050.0,3150.0,100.0,3100.0,3750.0,2337.1428571428573,3100.0
Uttar Pradesh,Onion,Red,Achnera,7.0,7.0,2023.0,1050.0,1130.0,80.0,1090.0,3100.0,2032.857142857143,1090.0
Uttar Pradesh,Onion,Red,Achnera,7.0,8.0,2023.0,1350.0,1450.0,100.0,1400.0,1090.0,2058.5714285714284,1400.0
Uttar Pradesh,Onion,Red,Achnera,7.0,9.0,2023.0,1770.0,1830.0,60.0,1800.0,1400.0,2121.4285714285716,1800.0
Uttar Pradesh,Onion,Red,Achnera,7.0,10.0,2023.0,1900.0,1980.0,80.0,1940.0,1800.0,2142.8571428571427,1940.0
Uttar Pradesh,Onion,Red,Achnera,7.0,11.0,2023.0,3640.0,3720.0,80.0,3680.0,1940.0,2394.285714285714,3680.0
Uttar Pradesh,Onion,Red,Achnera,7.0,12.0,2023.0,3100.0,3200.0,100.0,3150.0,3680.0,2308.5714285714284,3150.0
Uttar Pradesh,Onion,Red,Achnera,8.0,7.0,2023.0,1170.0,1230.0,60.0,1200.0,3150.0,2037.142857142857,1200.0
Uttar Pradesh,Onion,Red,Achnera,8.0,8.0,2023.0,1330.0,1390.0,60.0,1360.0,1200.0,2075.714285714286,1360.0
Uttar Pradesh,Onion,Red,Achnera,8.0,9.0,2023.0,1800.0,1900.0,100.0,1850.0,1360.0,2140.0,1850.0
Uttar Pradesh,Onion,Red,Achnera,8.0,10.0,2023.0,1920.0,1980.0,60.0,1950.0,1850.0,2161.4285714285716,1950.0
Uttar Pradesh,Onion,Red,Achnera,8.0,11.0,2023.0,3600.0,3700.0,100.0,3650.0,1950.0,2405.714285714286,3650.0
Uttar Pradesh,Onion,Red,Achnera,8.0,12.0,2023.0,2960.0,3040.0,80.0,3000.0,3650.0,2308.5714285714284,3000.0
Uttar Pradesh,Onion,Red,Achnera,9.0,7.0,2023.0,1180.0,1260.0,80.0,1220.0,3000.0,2032.857142857143,1220.0
Uttar Pradesh,Onion,Red,Achnera,9.0,8.0,2023.0,1360.0,1440.0,80.0,1400.0,1220.0,2061.4285714285716,1400.0
Uttar Pradesh,Onion,Red,Achnera,9.0,9.0,2023.0,1800.0,1900.0,100.0,1850.0,1400.0,2131.4285714285716,1850.0
Uttar Pradesh,Onion,Red,Achnera,9.0,10.0,2023.0,1900.0,1980.0,80.0,1940.0,1850.0,2144.285714285714,1940.0
Uttar Pradesh,Onion,Red,Achnera,9.0,11.0,2023.0,3450.0,3530.0,80.0,3490.0,1940.0,2364.285714285714,3490.0
Uttar Pradesh,Onion,Red,Achnera,9.0,12.0,2023.0,2950.0,3050.0,100.0,3000.0,3490.0,2271.4285714285716,3000.0
Uttar Pradesh,Onion,Red,Achnera,10.0,7.0,2023.0,1230.0,1310.0,80.0,1270.0,3000.0,2024.2857142857142,1270.0
Uttar Pradesh,Onion,Red,Achnera,10.0,8.0,2023.0,1400.0,1440.0,40.0,1420.0,1270.0,2052.8571428571427,1420.0
Uttar Pradesh,Onion,Red,Achnera,10.0,9.0,2023.0,1830.0,1910.0,80.0,1870.0,1420.0,2120.0,1870.0
Uttar Pradesh,Onion,Red,Achnera,10.0,10.0,2023.0,1900.0,1960.0,60.0,1930.0,1870.0,2131.4285714285716,1930.0
Uttar Pradesh,Onion,Red,Achnera,10.0,11.0,2023.0,3400.0,3500.0,100.0,3450.0,1930.0,2347.1428571428573,3450.0
Uttar Pradesh,Onion,Red,Achnera,10.0,12.0,2023.0,2860.0,2920.0,60.0,2890.0,3450.0,2261.4285714285716,2890.0
Uttar Pradesh,Onion,Red,Achnera,11.0,7.0,2023.0,1230.0,1290.0,60.0,1260.0,2890.0,2012.857142857143,1260.0
Uttar Pradesh,Onion,Red,Achnera,11.0,8.0,2023.0,1400.0,1500.0,100.0,1450.0,1260.0,2038.5714285714287,1450.0
Uttar Pradesh,Onion,Red,Achnera,11.0,9.0,2023.0,1840.0,1920.0,80.0,1880.0,1450.0,2104.285714285714,1880.0
Uttar Pradesh,Onion,Red,Achnera,11.0,10.0,2023.0,1960.0,2020.0,60.0,1990.0,1880.0,2121.4285714285716,1990.0
Uttar Pradesh,Onion,Red,Achnera,11.0,11.0,2023.0,3380.0,3440.0,60.0,3410.0,1990.0,2332.8571428571427,3410.0
Uttar Pradesh,Onion,Red,Achnera,11.0,12.0,2023.0,2830.0,2890.0,60.0,2860.0,3410.0,2248.5714285714284,2860.0
Uttar Pradesh,Onion,Red,Achnera,12.0,7.0,2023.0,1200.0,1290.0,90.0,1245.0,2860.0,2013.5714285714287,1245.0
Uttar Pradesh,Onion,Red,Achnera,12.0,8.0,2023.0,1400.0,1440.0,40.0,1420.0,1245.0,2036.4285714285713,1420.0
Uttar Pradesh,Onion,Red,Achnera,12.0,9.0,2023.0,1850.0,1950.0,100.0,1900.0,1420.0,2100.714285714286,1900.0
Uttar Pradesh,Onion,Red,Achnera,12.0,10.0,2023.0,1960.0,2040.0,80.0,2000.0,1900.0,2117.8571428571427,2000.0
Uttar Pradesh,Onion,Red,Achnera,12.0,11.0,2023.0,3380.0,3440.0,60.0,3410.0,2000.0,2320.714285714286,3410.0
Uttar Pradesh,Onion,Red,Achnera,12.0,12.0,2023.0,2480.0,2560.0,80.0,2520.0,3410.0,2193.5714285714284,2520.0
Uttar Pradesh,Onion,Red,Achnera,1.0,1.0,2024.0,1800.0,1880.0,80.0,1840.0,2520.0,2047.857142857143,1840.0
Uttar Pradesh,Onion,Red,Achnera,1.0,2.0,2024.0,1700.0,1800.0,100.0,1750.0,1840.0,2120.0,1750.0
Uttar Pradesh,Onion,Red,Achnera,1.0,3.0,2024.0,1470.0,1530.0,60.0,1500.0,1750.0,2131.4285714285716,1500.0
Uttar Pradesh,Onion,Red,Achnera,1.0,4.0,2024.0,1550.0,1640.0,90.0,1595.0,1500.0,2088.5714285714284,1600.0
Uttar Pradesh,Onion,Red,Achnera,1.0,5.0,2024.0,1560.0,1640.0,80.0,1600.0,1600.0,2031.4285714285713,1600.0
Uttar Pradesh,Onion,Red,Achnera,1.0,6.0,2024.0,1500.0,1530.0,30.0,1515.0,1600.0,1760.7142857142858,1515.0
Uttar Pradesh,Onion,Red,Achnera,1.0,8.0,2024.0,2870.0,2930.0,60.0,2900.0,1515.0,1815.0,2900.0
Uttar Pradesh,Onion,Red,Achnera,1.0,9.0,2024.0,3450.0,3550.0,100.0,3500.0,2900.0,2052.1428571428573,3500.0
Uttar Pradesh,Onion,Red,Achnera,1.0,10.0,2024.0,4060.0,4140.0,80.0,4100.0,3500.0,2387.8571428571427,4100.0
Uttar Pradesh,Onion,Red,Achnera,1.0,11.0,2024.0,3700.0,3800.0,100.0,3750.0,4100.0,2709.285714285714,3750.0
Uttar Pradesh,Onion,Red,Achnera,1.0,12.0,2024.0,3400.0,3460.0,60.0,3430.0,3750.0,2970.714285714286,3430.0
Uttar Pradesh,Onion,Red,Achnera,2.0,1.0,2024.0,1800.0,1860.0,60.0,1830.0,3430.0,3003.5714285714284,1830.0
Uttar Pradesh,Onion,Red,Achnera,2.0,2.0,2024.0,1700.0,1800.0,100.0,1750.0,1830.0,3037.1428571428573,1750.0
Uttar Pradesh,Onion,Red,Achnera,2.0,3.0,2024.0,1550.0,1650.0,100.0,1600.0,1750.0,2851.4285714285716,1600.0
Uttar Pradesh,Onion,Red,Achnera,2.0,4.0,2024.0,1580.0,1640.0,60.0,1610.0,1600.0,2581.4285714285716,1610.0
Uttar Pradesh,Onion,Red,Achnera,2.0,5.0,2024.0,1550.0,1630.0,80.0,1590.0,1610.0,2222.8571428571427,1590.0
Uttar Pradesh,Onion,Red,Achnera,2.0,6.0,2024.0,1460.0,1540.0,80.0,1500.0,1590.0,1901.4285714285713,1500.0
Uttar Pradesh,Onion,Red,Achnera,2.0,8.0,2024.0,2840.0,2920.0,80.0,2880.0,1500.0,1822.857142857143,2880.0
Uttar Pradesh,Onion,Red,Achnera,2.0,9.0,2024.0,3540.0,3600.0,60.0,3570.0,2880.0,2071.4285714285716,3570.0
Uttar Pradesh,Onion,Red,Achnera,2.0,10.0,2024.0,4100.0,4150.0,50.0,4125.0,3570.0,2410.714285714286,4125.0
Uttar Pradesh,Onion,Red,Achnera,2.0,11.0,2024.0,3820.0,3900.0,80.0,3860.0,4125.0,2733.5714285714284,3860.0
Uttar Pradesh,Onion,Red,Achnera,2.0,12.0,2024.0,3350.0,3450.0,100.0,3400.0,3860.0,2989.285714285714,3400.0
Uttar Pradesh,Onion,Red,Achnera,3.0,1.0,2024.0,1860.0,1940.0,80.0,1900.0,3400.0,3033.5714285714284,1900.0
Uttar Pradesh,Onion,Red,Achnera,3.0,2.0,2024.0,1540.0,1620.0,80.0,1580.0,1900.0,3045.0,1580.0
Uttar Pradesh,Onion,Red,Achnera,3.0,3.0,2024.0,1550.0,1630.0,80.0,1590.0,1580.0,2860.714285714286,1590.0
Uttar Pradesh,Onion,Red,Achnera,3.0,5.0,2024.0,1580.0,1660.0,80.0,1620.0,1590.0,2582.1428571428573,1620.0
Uttar Pradesh,Onion,Red,Achnera,3.0,6.0,2024.0,1450.0,1550.0,100.0,1500.0,1620.0,2207.1428571428573,1500.0
Uttar Pradesh,Onion,Red,Achnera,3.0,8.0,2024.0,2830.0,2910.0,80.0,2870.0,1500.0,2065.714285714286,2870.0
Uttar Pradesh,Onion,Red,Achnera,3.0,9.0,2024.0,3520.0,3600.0,80.0,3560.0,2870.0,2088.5714285714284,3560.0
Uttar Pradesh,Onion,Red,Achnera,3.0,10.0,2024.0,4100.0,4180.0,80.0,4140.0,3560.0,2408.5714285714284,4140.0
Uttar Pradesh,Onion,Red,Achnera,3.0,11.0,2024.0,3760.0,3840.0,80.0,3800.0,4140.0,2725.714285714286,3800.0
Uttar Pradesh,Onion,Red,Achnera,3.0,12.0,2024.0,3400.0,3460.0,60.0,3430.0,3800.0,2988.5714285714284,3430.0
Uttar Pradesh,Onion,Red,Achnera,4.0,1.0,2024.0,3270.0,3330.0,60.0,3300.0,3430.0,3228.5714285714284,3300.0
Uttar Pradesh,Onion,Red,Achnera,4.0,2.0,2024.0,1500.0,1600.0,100.0,1550.0,3300.0,3235.714285714286,1550.0
Uttar Pradesh,Onion,Red,Achnera,4.0,3.0,2024.0,1600.0,1700.0,100.0,1650.0,1550.0,3061.4285714285716,1650.0
Uttar Pradesh,Onion,Red,Achnera,4.0,4.0,2024.0,1540.0,1620.0,80.0,1580.0,1650.0,2778.5714285714284,1580.0
Uttar Pradesh,Onion,Red,Achnera,4.0,5.0,2024.0,1600.0,1680.0,80.0,1640.0,1580.0,2421.4285714285716,1640.0
Uttar Pradesh,Onion,Red,Achnera,4.0,6.0,2024.0,1455.0,1530.0,75.0,1492.5,1640.0,2092.1428571428573,1495.0
Uttar Pradesh,Onion,Red,Achnera,4.0,8.0,2024.0,2770.0,2830.0,60.0,2800.0,1495.0,2002.142857142857,2800.0
Uttar Pradesh,Onion,Red,Achnera,4.0,9.0,2024.0,3530.0,3600.0,70.0,3565.0,2800.0,2040.0,3565.0
Uttar Pradesh,Onion,Red,Achnera,4.0,10.0,2024.0,4120.0,4180.0,60.0,4150.0,3565.0,2411.4285714285716,4150.0
Uttar Pradesh,Onion,Red,Achnera,4.0,11.0,2024.0,3660.0,3740.0,80.0,3700.0,4150.0,2704.285714285714,3700.0
Uttar Pradesh,Onion,Red,Achnera,4.0,12.0,2024.0,3350.0,3450.0,100.0,3400.0,3700.0,2964.285714285714,3400.0
Uttar Pradesh,Onion,Red,Achnera,5.0,1.0,2024.0,1850.0,1950.0,100.0,1900.0,3400.0,3001.4285714285716,1900.0
Uttar Pradesh,Onion,Red,Achnera,5.0,2.0,2024.0,1550.0,1650.0,100.0,1600.0,1900.0,3016.4285714285716,1600.0
Uttar Pradesh,Onion,Red,Achnera,5.0,3.0,2024.0,1620.0,1700.0,80.0,1660.0,1600.0,2853.5714285714284,1660.0
Uttar Pradesh,Onion,Red,Achnera,5.0,4.0,2024.0,1520.0,1600.0,80.0,1560.0,1660.0,2567.1428571428573,1560.0
Uttar Pradesh,Onion,Red,Achnera,5.0,5.0,2024.0,1580.0,1660.0,80.0,1620.0,1560.0,2205.714285714286,1620.0
Uttar Pradesh,Onion,Red,Achnera,5.0,6.0,2024.0,1470.0,1530.0,60.0,1500.0,1620.0,1891.4285714285713,1500.0
Uttar Pradesh,Onion,Red,Achnera,5.0,8.0,2024.0,2800.0,2860.0,60.0,2830.0,1500.0,1810.0,2830.0
Uttar Pradesh,Onion,Red,Achnera,5.0,9.0,2024.0,3530.0,3590.0,60.0,3560.0,2830.0,2047.142857142857,3560.0
Uttar Pradesh,Onion,Red,Achnera,5.0,10.0,2024.0,4100.0,4180.0,80.0,4140.0,3560.0,2410.0,4140.0
Uttar Pradesh,Onion,Red,Achnera,5.0,11.0,2024.0,3780.0,3860.0,80.0,3820.0,4140.0,2718.5714285714284,3820.0
Uttar Pradesh,Onion,Red,Achnera,5.0,12.0,2024.0,3370.0,3430.0,60.0,3400.0,3820.0,2981.4285714285716,3400.0
Uttar Pradesh,Onion,Red,Achnera,6.0,1.0,2024.0,1900.0,2000.0,100.0,1950.0,3400.0,3028.5714285714284,1950.0
Uttar Pradesh,Onion,Red,Achnera,6.0,2.0,2024.0,1500.0,1600.0,100.0,1550.0,1950.0,3035.714285714286,1550.0
Uttar Pradesh,Onion,Red,Achnera,6.0,3.0,2024.0,1640.0,1720.0,80.0,1680.0,1550.0,2871.4285714285716,1680.0
Uttar Pradesh,Onion,Red,Achnera,6.0,4.0,2024.0,1570.0,1630.0,60.0,1600.0,1680.0,2591.4285714285716,1600.0
Uttar Pradesh,Onion,Red,Achnera,6.0,5.0,2024.0,1610.0,1690.0,80.0,1650.0,1600.0,2235.714285714286,1650.0
Uttar Pradesh,Onion,Red,Achnera,6.0,6.0,2024.0,1470.0,1530.0,60.0,1500.0,1650.0,1904.2857142857142,1500.0
Uttar Pradesh,Onion,Red,Achnera,6.0,7.0,2024.0,2700.0,2800.0,100.0,2750.0,1500.0,1811.4285714285713,2750.0
Uttar Pradesh,Onion,Red,Achnera,6.0,8.0,2024.0,2760.0,2850.0,90.0,2805.0,2750.0,1934.2857142857142,2810.0
Uttar Pradesh,Onion,Red,Achnera,6.0,9.0,2024.0,3560.0,3620.0,60.0,3590.0,2810.0,2225.714285714286,3590.0
Uttar Pradesh,Onion,Red,Achnera,6.0,10.0,2024.0,4060.0,4140.0,80.0,4100.0,3590.0,2571.4285714285716,4100.0
Uttar Pradesh,Onion,Red,Achnera,6.0,11.0,2024.0,3660.0,3740.0,80.0,3700.0,4100.0,2871.4285714285716,3700.0
Uttar Pradesh,Onion,Red,Achnera,6.0,12.0,2024.0,3350.0,3420.0,70.0,3385.0,3700.0,3120.0,3390.0
Uttar Pradesh,Onion,Red,Achnera,7.0,1.0,2024.0,1840.0,1920.0,80.0,1880.0,3390.0,3174.285714285714,1880.0
Uttar Pradesh,Onion,Red,Achnera,7.0,2.0,2024.0,1480.0,1560.0,80.0,1520.0,1880.0,2998.5714285714284,1520.0
Uttar Pradesh,Onion,Red,Achnera,7.0,3.0,2024.0,1630.0,1710.0,80.0,1670.0,1520.0,2835.714285714286,1670.0
Uttar Pradesh,Onion,Red,Achnera,7.0,4.0,2024.0,1560.0,1640.0,80.0,1600.0,1670.0,2551.4285714285716,1600.0
Uttar Pradesh,Onion,Red,Achnera,7.0,5.0,2024.0,1580.0,1660.0,80.0,1620.0,1600.0,2197.1428571428573,1620.0
Uttar Pradesh,Onion,Red,Achnera,7.0,7.0,2024.0,2750.0,2830.0,80.0,2790.0,1620.0,2067.1428571428573,2790.0
Uttar Pradesh,Onion,Red,Achnera,7.0,8.0,2024.0,2800.0,2900.0,100.0,2850.0,2790.0,1990.0,2850.0
Uttar Pradesh,Onion,Red,Achnera,7.0,9.0,2024.0,3620.0,3690.0,70.0,3655.0,2850.0,2243.5714285714284,3655.0
Uttar Pradesh,Onion,Red,Achnera,7.0,10.0,2024.0,4100.0,4200.0,100.0,4150.0,3655.0,2619.285714285714,4150.0
Uttar Pradesh,Onion,Red,Achnera,7.0,11.0,2024.0,3650.0,3750.0,100.0,3700.0,4150.0,2909.285714285714,3700.0
Uttar Pradesh,Onion,Red,Achnera,8.0,1.0,2024.0,1760.0,1840.0,80.0,1800.0,3700.0,2937.8571428571427,1800.0
Uttar Pradesh,Onion,Red,Achnera,8.0,2.0,2024.0,1450.0,1550.0,100.0,1500.0,1800.0,2920.714285714286,1500.0
Uttar Pradesh,Onion,Red,Achnera,8.0,3.0,2024.0,1700.0,1780.0,80.0,1740.0,1500.0,2770.714285714286,1740.0
Uttar Pradesh,Onion,Red,Achnera,8.0,4.0,2024.0,1500.0,1600.0,100.0,1550.0,1740.0,2585.0,1550.0
Uttar Pradesh,Onion,Red,Achnera,8.0,5.0,2024.0,1600.0,1680.0,80.0,1640.0,1550.0,2297.1428571428573,1640.0
Uttar Pradesh,Onion,Red,Achnera,8.0,7.0,2024.0,2800.0,2840.0,40.0,2820.0,1640.0,2107.1428571428573,2820.0
Uttar Pradesh,Onion,Red,Achnera,8.0,9.0,2024.0,3590.0,3650.0,60.0,3620.0,2820.0,2095.714285714286,3620.0
Uttar Pradesh,Onion,Red,Achnera,8.0,10.0,2024.0,4100.0,4140.0,40.0,4120.0,3620.0,2427.1428571428573,4120.0
Uttar Pradesh,Onion,Red,Achnera,8.0,11.0,2024.0,3600.0,3680.0,80.0,3640.0,4120.0,2732.8571428571427,3640.0
Uttar Pradesh,Onion,Red,Achnera,9.0,1.0,2024.0,1740.0,1830.0,90.0,1785.0,3640.0,2740.0,1790.0
Uttar Pradesh,Onion,Red,Achnera,9.0,2.0,2024.0,1390.0,1470.0,80.0,1430.0,1790.0,2722.8571428571427,1430.0
Uttar Pradesh,Onion,Red,Achnera,9.0,3.0,2024.0,1620.0,1680.0,60.0,1650.0,1430.0,2724.285714285714,1650.0
Uttar Pradesh,Onion,Red,Achnera,9.0,5.0,2024.0,1600.0,1660.0,60.0,1630.0,1650.0,2554.285714285714,1630.0
Uttar Pradesh,Onion,Red,Achnera,9.0,7.0,2024.0,2900.0,3000.0,100.0,2950.0,1630.0,2458.5714285714284,2950.0
Uttar Pradesh,Onion,Red,Achnera,9.0,8.0,2024.0,2800.0,2860.0,60.0,2830.0,2950.0,2274.285714285714,2830.0
Uttar Pradesh,Onion,Red,Achnera,9.0,9.0,2024.0,3570.0,3630.0,60.0,3600.0,2830.0,2268.5714285714284,3600.0
Uttar Pradesh,Onion,Red,Achnera,9.0,10.0,2024.0,4050.0,4150.0,100.0,4100.0,3600.0,2598.5714285714284,4100.0
Uttar Pradesh,Onion,Red,Achnera,9.0,11.0,2024.0,3660.0,3740.0,80.0,3700.0,4100.0,2922.8571428571427,3700.0
Uttar Pradesh,Onion,Red,Achnera,10.0,1.0,2024.0,1760.0,1840.0,80.0,1800.0,3700.0,2944.285714285714,1800.0
Uttar Pradesh,Onion,Red,Achnera,10.0,2.0,2024.0,1380.0,1450.0,70.0,1415.0,1800.0,2912.8571428571427,1410.0
Uttar Pradesh,Onion,Red,Achnera,10.0,3.0,2024.0,1780.0,1860.0,80.0,1820.0,1410.0,2751.4285714285716,1820.0
Uttar Pradesh,Onion,Red,Achnera,10.0,4.0,2024.0,1560.0,1620.0,60.0,1590.0,1820.0,2574.285714285714,1590.0
Uttar Pradesh,Onion,Red,Achnera,10.0,5.0,2024.0,1570.0,1630.0,60.0,1600.0,1590.0,2288.5714285714284,1600.0
Uttar Pradesh,Onion,Red,Achnera,10.0,7.0,2024.0,2940.0,3020.0,80.0,2980.0,1600.0,2128.5714285714284,2980.0
Uttar Pradesh,Onion,Red,Achnera,10.0,8.0,2024.0,2900.0,3000.0,100.0,2950.0,2980.0,2021.4285714285713,2950.0
Uttar Pradesh,Onion,Red,Achnera,10.0,9.0,2024.0,3600.0,3700.0,100.0,3650.0,2950.0,2285.714285714286,3650.0
Uttar Pradesh,Onion,Red,Achnera,10.0,10.0,2024.0,4000.0,4080.0,80.0,4040.0,3650.0,2661.4285714285716,4040.0
Uttar Pradesh,Onion,Red,Achnera,11.0,1.0,2024.0,1760.0,1840.0,80.0,1800.0,4040.0,2658.5714285714284,1800.0
Uttar Pradesh,Onion,Red,Achnera,11.0,2.0,2024.0,1320.0,1400.0,80.0,1360.0,1800.0,2625.714285714286,1360.0
Uttar Pradesh,Onion,Red,Achnera,11.0,3.0,2024.0,1820.0,1880.0,60.0,1850.0,1360.0,2661.4285714285716,1850.0
Uttar Pradesh,Onion,Red,Achnera,11.0,4.0,2024.0,1530.0,1590.0,60.0,1560.0,1850.0,2458.5714285714284,1560.0
Uttar Pradesh,Onion,Red,Achnera,11.0,5.0,2024.0,1560.0,1640.0,80.0,1600.0,1560.0,2265.714285714286,1600.0
Uttar Pradesh,Onion,Red,Achnera,11.0,7.0,2024.0,2980.0,3040.0,60.0,3010.0,1600.0,2174.285714285714,3010.0
Uttar Pradesh,Onion,Red,Achnera,11.0,8.0,2024.0,2950.0,3050.0,100.0,3000.0,3010.0,2025.7142857142858,3000.0
Uttar Pradesh,Onion,Red,Achnera,11.0,9.0,2024.0,3620.0,3680.0,60.0,3650.0,3000.0,2290.0,3650.0
Uttar Pradesh,Onion,Red,Achnera,11.0,10.0,2024.0,4020.0,4080.0,60.0,4050.0,3650.0,2674.285714285714,4050.0
Uttar Pradesh,Onion,Red,Achnera,11.0,11.0,2024.0,4100.0,4180.0,80.0,4140.0,4050.0,3001.4285714285716,4140.0
Uttar Pradesh,Onion,Red,Achnera,12.0,1.0,2024.0,1750.0,1850.0,100.0,1800.0,4140.0,3035.714285714286,1800.0
Uttar Pradesh,Onion,Red,Achnera,12.0,2.0,2024.0,1320.0,1400.0,80.0,1360.0,1800.0,3001.4285714285716,1360.0
Uttar Pradesh,Onion,Red,Achnera,12.0,3.0,2024.0,1840.0,1920.0,80.0,1880.0,1360.0,2840.0,1880.0
Uttar Pradesh,Onion,Red,Achnera,12.0,4.0,2024.0,1640.0,1720.0,80.0,1680.0,1880.0,2651.4285714285716,1680.0
Uttar Pradesh,Onion,Red,Achnera,12.0,5.0,2024.0,1560.0,1620.0,60.0,1590.0,1680.0,2357.1428571428573,1590.0
Uttar Pradesh,Onion,Red,Achnera,12.0,7.0,2024.0,2960.0,3040.0,80.0,3000.0,1590.0,2207.1428571428573,3000.0
Uttar Pradesh,Onion,Red,Achnera,12.0,8.0,2024.0,2940.0,3020.0,80.0,2980.0,3000.0,2041.4285714285713,2980.0
Uttar Pradesh,Onion,Red,Achnera,12.0,9.0,2024.0,3620.0,3720.0,100.0,3670.0,2980.0,2308.5714285714284,3670.0
Uttar Pradesh,Onion,Red,Achnera,12.0,10.0,2024.0,4060.0,4140.0,80.0,4100.0,3670.0,2700.0,4100.0
Uttar Pradesh,Onion,Red,Achnera,1.0,3.0,2025.0,2440.0,2520.0,80.0,2480.0,4100.0,2785.714285714286,2480.0
Uttar Pradesh,Onion,Red,Achnera,1.0,4.0,2025.0,1790.0,1860.0,70.0,1825.0,2480.0,2806.4285714285716,1825.0
